name,weight,price,crawllink,link,details,id,imgUrl
Йогурт сублимационной сушки,,,http://health-diet.ru/base_of_food/sostav/1078.php,,"{""Калорийность Ккал"": ""75,1"", ""Белки гр."": ""3"", ""Жиры гр."": ""5"", ""Углеводы гр."": ""4,8"", ""sub_cat"": ""Консервы молочные"", ""Продукт"": ""Йогурт сублимационной сушки"", ""top_cat"": ""Молоко и молочные продукты""}",1078,
"Йогурт сублимационной сушки, плодово-ягодный",,,http://health-diet.ru/base_of_food/sostav/1080.php,,"{""Калорийность Ккал"": ""75,1"", ""Белки гр."": ""3"", ""Жиры гр."": ""5"", ""Углеводы гр."": ""4,8"", ""sub_cat"": ""Консервы молочные"", ""Продукт"": ""Йогурт сублимационной сушки, плодово-ягодный"", ""top_cat"": ""Молоко и молочные продукты""}",1080,
"Йогурт сублимационной сушки, сладкий",,,http://health-diet.ru/base_of_food/sostav/1079.php,,"{""Калорийность Ккал"": ""75,1"", ""Белки гр."": ""3"", ""Жиры гр."": ""5"", ""Углеводы гр."": ""4,8"", ""sub_cat"": ""Консервы молочные"", ""Продукт"": ""Йогурт сублимационной сушки, сладкий"", ""top_cat"": ""Молоко и молочные продукты""}",1079,
Каймак (масло консервное),,,http://health-diet.ru/base_of_food/sostav/1076.php,,"{""Калорийность Ккал"": ""75,1"", ""Белки гр."": ""3"", ""Жиры гр."": ""5"", ""Углеводы гр."": ""4,8"", ""sub_cat"": ""Консервы молочные"", ""Продукт"": ""Каймак (масло консервное)"", ""top_cat"": ""Молоко и молочные продукты""}",1076,
Какао со сгущенным молоком и сахаром,,,http://health-diet.ru/base_of_food/sostav/1071.php,,"{""Калорийность Ккал"": ""321"", ""Белки гр."": ""8,2"", ""Жиры гр."": ""7,5"", ""Углеводы гр."": ""51,6"", ""sub_cat"": ""Консервы молочные"", ""Продукт"": ""Какао со сгущенным молоком и сахаром"", ""top_cat"": ""Молоко и молочные продукты""}",1071,
Какао со сгущенными сливками,,,http://health-diet.ru/base_of_food/sostav/1072.php,,"{""Калорийность Ккал"": ""75,1"", ""Белки гр."": ""3"", ""Жиры гр."": ""5"", ""Углеводы гр."": ""4,8"", ""sub_cat"": ""Консервы молочные"", ""Продукт"": ""Какао со сгущенными сливками"", ""top_cat"": ""Молоко и молочные продукты""}",1072,
Кофе со сгущенным молоком,,,http://health-diet.ru/base_of_food/sostav/1073.php,,"{""Калорийность Ккал"": ""75,1"", ""Белки гр."": ""3"", ""Жиры гр."": ""5"", ""Углеводы гр."": ""4,8"", ""sub_cat"": ""Консервы молочные"", ""Продукт"": ""Кофе со сгущенным молоком"", ""top_cat"": ""Молоко и молочные продукты""}",1073,
"Макаронные изделия, высшего сорта, молочные",,,http://health-diet.ru/base_of_food/sostav/1321.php,,"{""Калорийность Ккал"": ""345"", ""Белки гр."": ""11,5"", ""Жиры гр."": ""2,9"", ""Углеводы гр."": ""67"", ""sub_cat"": ""Макаронные изделия"", ""Продукт"": ""Макаронные изделия, высшего сорта, молочные"", ""top_cat"": ""Мука, крахмал и макаронные изделия""}",1321,
"Макаронные изделия, высшего сорта, яичные",,,http://health-diet.ru/base_of_food/sostav/1320.php,,"{""Калорийность Ккал"": ""342"", ""Белки гр."": ""11,3"", ""Жиры гр."": ""2,1"", ""Углеводы гр."": ""69,6"", ""sub_cat"": ""Макаронные изделия"", ""Продукт"": ""Макаронные изделия, высшего сорта, яичные"", ""top_cat"": ""Мука, крахмал и макаронные изделия""}",1320,
Макароны из муки 1 сорта,,,http://health-diet.ru/base_of_food/sostav/1323.php,,"{""Калорийность Ккал"": ""333"", ""Белки гр."": ""11,2"", ""Жиры гр."": ""1,6"", ""Углеводы гр."": ""68,4"", ""sub_cat"": ""Макаронные изделия"", ""Продукт"": ""Макароны из муки 1 сорта"", ""top_cat"": ""Мука, крахмал и макаронные изделия""}",1323,
Макароны из муки в/с,,,http://health-diet.ru/base_of_food/sostav/1319.php,,"{""Калорийность Ккал"": ""338"", ""Белки гр."": ""11"", ""Жиры гр."": ""1,3"", ""Углеводы гр."": ""70,5"", ""sub_cat"": ""Макаронные изделия"", ""Продукт"": ""Макароны из муки в/с"", ""top_cat"": ""Мука, крахмал и макаронные изделия""}",1319,
Гречневая мука,,,http://health-diet.ru/base_of_food/sostav/589.php,,"{""Калорийность Ккал"": ""353"", ""Белки гр."": ""13,6"", ""Жиры гр."": ""1,2"", ""Углеводы гр."": ""71,9"", ""sub_cat"": ""Мука"", ""Продукт"": ""Гречневая мука"", ""top_cat"": ""Мука, крахмал и макаронные изделия""}",589,
Кукурузная мука,,,http://health-diet.ru/base_of_food/sostav/164.php,,"{""Калорийность Ккал"": ""331"", ""Белки гр."": ""7,2"", ""Жиры гр."": ""1,5"", ""Углеводы гр."": ""72,1"", ""sub_cat"": ""Мука"", ""Продукт"": ""Кукурузная мука"", ""top_cat"": ""Мука, крахмал и макаронные изделия""}",164,
Мука высшего сорта из мыгких сортов пшеницы,,,http://health-diet.ru/base_of_food/sostav/13648.php,,"{""Калорийность Ккал"": ""334"", ""Белки гр."": ""10,3"", ""Жиры гр."": ""1,1"", ""Углеводы гр."": ""70,6"", ""sub_cat"": ""Мука"", ""Продукт"": ""Мука высшего сорта из мыгких сортов пшеницы"", ""top_cat"": ""Мука, крахмал и макаронные изделия""}",13648,
"Горох, зерно",,,http://health-diet.ru/base_of_food/sostav/68.php,,"{""Калорийность Ккал"": ""298"", ""Белки гр."": ""20,5"", ""Жиры гр."": ""2"", ""Углеводы гр."": ""49,5"", ""sub_cat"": ""Зернобобовые"", ""Продукт"": ""Горох, зерно"", ""top_cat"": ""Крупы, злаки и зернобобовые""}",68,
Маш,,,http://health-diet.ru/base_of_food/sostav/205.php,,"{""Калорийность Ккал"": ""300"", ""Белки гр."": ""23,5"", ""Жиры гр."": ""2"", ""Углеводы гр."": ""46"", ""sub_cat"": ""Зернобобовые"", ""Продукт"": ""Маш"", ""top_cat"": ""Крупы, злаки и зернобобовые""}",205,
Нут,,,http://health-diet.ru/base_of_food/sostav/239.php,,"{""Калорийность Ккал"": ""309"", ""Белки гр."": ""20,1"", ""Жиры гр."": ""4,32"", ""Углеводы гр."": ""46,16"", ""sub_cat"": ""Зернобобовые"", ""Продукт"": ""Нут"", ""top_cat"": ""Крупы, злаки и зернобобовые""}",239,
"Соя, зерно",,,http://health-diet.ru/base_of_food/sostav/377.php,,"{""Калорийность Ккал"": ""364"", ""Белки гр."": ""34,9"", ""Жиры гр."": ""17,3"", ""Углеводы гр."": ""17,3"", ""sub_cat"": ""Зернобобовые"", ""Продукт"": ""Соя, зерно"", ""top_cat"": ""Крупы, злаки и зернобобовые""}",377,
Фасоль (стручок),,,http://health-diet.ru/base_of_food/sostav/414.php,,"{""Калорийность Ккал"": ""23"", ""Белки гр."": ""2,5"", ""Жиры гр."": ""0,3"", ""Углеводы гр."": ""3"", ""sub_cat"": ""Зернобобовые"", ""Продукт"": ""Фасоль (стручок)"", ""top_cat"": ""Крупы, злаки и зернобобовые""}",414,
"Фасоль, зерно",,,http://health-diet.ru/base_of_food/sostav/413.php,,"{""Калорийность Ккал"": ""298"", ""Белки гр."": ""21"", ""Жиры гр."": ""2"", ""Углеводы гр."": ""47"", ""sub_cat"": ""Зернобобовые"", ""Продукт"": ""Фасоль, зерно"", ""top_cat"": ""Крупы, злаки и зернобобовые""}",413,
"Чечевица, зерно",,,http://health-diet.ru/base_of_food/sostav/438.php,,"{""Калорийность Ккал"": ""295"", ""Белки гр."": ""24"", ""Жиры гр."": ""1,5"", ""Углеводы гр."": ""46,3"", ""sub_cat"": ""Зернобобовые"", ""Продукт"": ""Чечевица, зерно"", ""top_cat"": ""Крупы, злаки и зернобобовые""}",438,
Агар пищевой,,,http://health-diet.ru/base_of_food/sostav/910.php,,"{""Калорийность Ккал"": ""301"", ""Белки гр."": ""4"", ""Жиры гр."": ""0"", ""Углеводы гр."": ""76"", ""Продукт"": ""Агар пищевой"", ""top_cat"": ""Кондитерские изделия""}",910,
Батончики на гидрожире,,,http://health-diet.ru/base_of_food/sostav/952.php,,"{""Калорийность Ккал"": ""523,2"", ""Белки гр."": ""3,3"", ""Жиры гр."": ""30,5"", ""Углеводы гр."": ""62,8"", ""Продукт"": ""Батончики на гидрожире"", ""top_cat"": ""Кондитерские изделия""}",952,
Вафли,,,http://health-diet.ru/base_of_food/sostav/978.php,,"{""Калорийность Ккал"": ""342,1"", ""Белки гр."": ""3,2"", ""Жиры гр."": ""2,8"", ""Углеводы гр."": ""81,1"", ""Продукт"": ""Вафли"", ""top_cat"": ""Кондитерские изделия""}",978,
Вафли с жировыми начинками,,,http://health-diet.ru/base_of_food/sostav/980.php,,"{""Калорийность Ккал"": ""542"", ""Белки гр."": ""3,9"", ""Жиры гр."": ""30,6"", ""Углеводы гр."": ""62,5"", ""Продукт"": ""Вафли с жировыми начинками"", ""top_cat"": ""Кондитерские изделия""}",980,
Вафли с фруктово-ягодными начинками,,,http://health-diet.ru/base_of_food/sostav/979.php,,"{""Калорийность Ккал"": ""354"", ""Белки гр."": ""2,8"", ""Жиры гр."": ""3,3"", ""Углеводы гр."": ""77,3"", ""Продукт"": ""Вафли с фруктово-ягодными начинками"", ""top_cat"": ""Кондитерские изделия""}",979,
Галеты,,,http://health-diet.ru/base_of_food/sostav/973.php,,"{""Калорийность Ккал"": ""393"", ""Белки гр."": ""9,7"", ""Жиры гр."": ""10,2"", ""Углеводы гр."": ""65,6"", ""Продукт"": ""Галеты"", ""top_cat"": ""Кондитерские изделия""}",973,
"Галеты, из муки высшего сорта",,,http://health-diet.ru/base_of_food/sostav/974.php,,"{""Калорийность Ккал"": ""393,5"", ""Белки гр."": ""9,7"", ""Жиры гр."": ""10,2"", ""Углеводы гр."": ""70,1"", ""Продукт"": ""Галеты, из муки высшего сорта"", ""top_cat"": ""Кондитерские изделия""}",974,
"Галеты, из муки первого сорта",,,http://health-diet.ru/base_of_food/sostav/975.php,,"{""Калорийность Ккал"": ""345"", ""Белки гр."": ""11"", ""Жиры гр."": ""1,4"", ""Углеводы гр."": ""69,5"", ""Продукт"": ""Галеты, из муки первого сорта"", ""top_cat"": ""Кондитерские изделия""}",975,
Жир бараний,,,http://health-diet.ru/base_of_food/sostav/583.php,,"{""Калорийность Ккал"": ""897,3"", ""Белки гр."": ""0"", ""Жиры гр."": ""99,7"", ""Углеводы гр."": ""0"", ""Продукт"": ""Жир бараний"", ""top_cat"": ""Жиры растителные и животные""}",583,
Жир бараний топленый,,,http://health-diet.ru/base_of_food/sostav/840.php,,"{""Калорийность Ккал"": ""897"", ""Белки гр."": ""0"", ""Жиры гр."": ""99,7"", ""Углеводы гр."": ""0"", ""Продукт"": ""Жир бараний топленый"", ""top_cat"": ""Жиры растителные и животные""}",840,
"Жир бараний, сырец",,,http://health-diet.ru/base_of_food/sostav/839.php,,"{""Калорийность Ккал"": ""897,3"", ""Белки гр."": ""0"", ""Жиры гр."": ""99,7"", ""Углеводы гр."": ""0"", ""Продукт"": ""Жир бараний, сырец"", ""top_cat"": ""Жиры растителные и животные""}",839,
Жир говяжий,,,http://health-diet.ru/base_of_food/sostav/514.php,,"{""Калорийность Ккал"": ""897,3"", ""Белки гр."": ""0"", ""Жиры гр."": ""99,7"", ""Углеводы гр."": ""0"", ""Продукт"": ""Жир говяжий"", ""top_cat"": ""Жиры растителные и животные""}",514,
Жир говяжий топленый,,,http://health-diet.ru/base_of_food/sostav/842.php,,"{""Калорийность Ккал"": ""896"", ""Белки гр."": ""0"", ""Жиры гр."": ""99,6"", ""Углеводы гр."": ""0"", ""Продукт"": ""Жир говяжий топленый"", ""top_cat"": ""Жиры растителные и животные""}",842,
"Жир говяжий, сырец",,,http://health-diet.ru/base_of_food/sostav/841.php,,"{""Калорийность Ккал"": ""897,3"", ""Белки гр."": ""0"", ""Жиры гр."": ""99,7"", ""Углеводы гр."": ""0"", ""Продукт"": ""Жир говяжий, сырец"", ""top_cat"": ""Жиры растителные и животные""}",841,
Жир из печени трески,,,http://health-diet.ru/base_of_food/sostav/1425.php,,"{""Калорийность Ккал"": ""898"", ""Белки гр."": ""0"", ""Жиры гр."": ""99,8"", ""Углеводы гр."": ""0"", ""Продукт"": ""Жир из печени трески"", ""top_cat"": ""Жиры растителные и животные""}",1425,
Жир костный топленый,,,http://health-diet.ru/base_of_food/sostav/95.php,,"{""Калорийность Ккал"": ""897"", ""Белки гр."": ""0"", ""Жиры гр."": ""99,7"", ""Углеводы гр."": ""0"", ""Продукт"": ""Жир костный топленый"", ""top_cat"": ""Жиры растителные и животные""}",95,
